非洲	アフリカ
Hiông-kóng Thit-sṳ-nì Lo̍k-yèn Thu-ká-khî	香港ディズニーランド・リゾート
Ńg-kuk	五穀
Tet-khin-yen	徳慶県
Tí-chhu̍k	テイ (民族)
Fi-sàng-khî	恵城区
Chiáng-ngân-yen	井研県
Fài-si̍p-yen	懐集県
Khien-vì-yen	ケン為県
Ńg-thûng-khiàu-khî	五通橋区
Kông-hói-khî	江海区
Khì-yen	渠県
Sun-khin-khî	順慶区
Kô-phiàng-khî	高坪区
Mu̍k-chhôn-yen	沐川県
Liú-pet-khî	柳北区
Liú-nàm-khî	柳南区
Kông-nàm-khî (Nàm-nèn-sṳ)	江南区
Thien-pha̍k-yen	電白県
Sông-lìm-yen	上林県
Thâm-thòng-khî	覃塘区
Mòi-yen	梅県区
Chṳ̂-yòng-khî	資陽区
Sâm-kông Thûng-chhu̍k Chhṳ-chhṳ-yen	三江トン族自治県
Na̍p-hâi-khî	納渓区
Mièn-chuk-sṳ	綿竹市
Lièn-sàng-yen	連城県
Kô-chiu-sṳ	高州市
Khiûng-lôi-sṳ	キョウライ市
Si-fi-sṳ	四会市
Ngièu-phìn-yen	饒平県
Lùi-chiu-sṳ	雷州市
Sun-tshông-yen	順昌県
Lò-ngièn-yen	羅源県
Phîn-nàm-yen	屏南県
Phìn-thâm-yen	平潭県
Nàm-ôn-sṳ	南安市
Àu-choi Fôn	クラハシコウ
Thia̍p-chhái-khî	畳彩区
Ya̍k-sân-khî	蝶山区
Tín-sàng-khî	鼎城区
Tín-fù-khî	鼎湖区
Chhîn-sàng-khî	清城区
Tûng-khî (Pan-kî-fâ-sṳ)	東区 (攀枝花市)
Tûng-hîn-sṳ	東興市
Tûng-ngièn-yen	東源県
Kî-chhòng	空港
Téu-mùn-khî	斗門区
Liu̍k-chhôn-yen	陸川県
Tû-ôn Yâu-chhu̍k Chhṳ-chhṳ-yen	都安ヤオ族自治県
Tôn-chiu-khî	端州区
Tsen-zi-wun	千字文
Ha̍p-phû-yen	合浦県
Yen	県 (中華人民共和国)
Lò-kông-yen	羅江県
Yún-thin-yen	永定
Thèn-yen	藤県
Thi-fông Kau-fi	地元にあって合一である立場に立つ教会
Nàm-Yèn	南燕
Nàm-Liòng	南涼
Fûng-sun-yen	豊順県
Siong-sân-yen	象山県
Ngiûn-chû-khî	ギン州区
Kông-pet-khî (Nèn-pô-sṳ)	江北区 (寧波市)
Nèn-hói-yen (Chet-kông-sén)	寧海県
Kông-kòn-khî	江干区
Ngò-mì-sân-sṳ	峨眉山市
Siù-yí-khî	秀嶼区
Yún-tshûn-yen	永春県
Chàu-yòng-yen	邵陽県
Sa̍k-kú-khî	石鼓区
Tsiau-sàng-khî	蕉城区
Sien-yù-yen	仙游県
Fên-sân-yen	衡山県
Yèn-phìn-khî	延平区
Sîn-lò-khî	新羅区
Phú-sàng-yen	浦城県
Sâm-ngièn-khî	三元区
Ngièn-fung-khî	雁峰区
Hâm-kông-khî	涵江区
Fûng-tshe̍t-khî	豊沢区
Lai-sàng-khî	茘城区
Sông-hông-yen	上杭県
Tshiùng-hâi-yen	松渓県
Fên-nàm-yen	衡南県
Vú-phìn-yen	武平県
Fên-tûng-yen	衡東県
Nàm-tshìn-yen	南靖県
Khî-tûng-yen	祁東県
Lù-siung-khî	蘆淞区
Kâ-vò-yen	嘉禾県
Sû-sien-khî	蘇仙区
Thâu-ngièn-yen	桃源県
Liùng-fù-khî	竜湖区
Sông-chhṳ̍t-yen	桑植県
Het-sân-khî	赫山区
Kông-sàng-khî	江城区
Phûng-kông-khî	蓬江区
Yòng-sî-yen	陽西県
Hon-su-yen	漢寿県
Sa̍k-mùn-yen	石門県
Lìm-lí-yen	臨レイ県
Lìm-vú-yen	臨武県
Kui-yòng-yen	桂陽県
Yòng-tûng-yen	陽東県
Hiông-chû-khî	香洲区
Liùng-mâ-thâm-khî	竜馬潭区
Ngiùn-hói-khî	銀海区
Vú-siên-yen	武宣県
Kóng-nàm-khî (Kui-kóng-sṳ)	港南区 (貴港市)
Yùng-yen (Chhṳ-kung-sṳ)	栄県
Meu-kóng-khî	茂港区
Kîm-phìn-khî	金平区
Yùng-yen	容県
Lû-yen	瀘県
Siong-sân-khî	象山区
Chin-yòng-khî	旌陽区
Ket-sî-yen	掲西県
Siù-fûng-khî	秀峰区
Thièn-yòng-yen	田陽県
Chhìn-sî-yen	靖西県
Yún-fuk-yen	永福県
Thièn-tûng-yen	田東県
Kiûng-sàng Yâu-chhu̍k Chhṳ-chhṳ-yen	恭城ヤオ族自治県
Kung-chiáng-khî	貢井区
Mòi-kông-khî	梅江区
Hîn-pîn-khî	興賓区
Siong-khiâu-khî	湘橋区
Hîn-ngia̍p-yen	興業県
Kú-nìn-yen	古藺県
Lìn-yùn-yen	凌雲県
Lò-sàng Mu-láu-chhu̍k Chhṳ-chhṳ-yen	羅城モーラオ族自治県
Yàm-piên-yen	塩辺県
Lìm-kui-yen	臨桂区
Ket-tûng-yen	掲東区
Sî-khî (Pan-kî-fâ-sṳ)	西区 (攀枝花市)
Kon-yòng-yen	灌陽県
Kîm-sàng-kông-khî	金城江区
Kóng-héu-khî	港口区
Phû-pet-yen	浦北県
Ngiu̍k-chiu-khî	玉州区
Yùng-ôn-yen	融安県
Lìn-chhôn-yen	霊川県
Chhiòn-chiu-yen	全州県
Van-siu-khî	万秀区
Khîm-pet-khî	欽北区
Sîn-fûng-yen	新豊県
Fò-phìn-yen	和平県
Sé-kiok-lî	洗足式
Kîm-vân-khî	金湾区
Ngìn-kûng Hi-kôn	人工臓器
Liùng-sṳn-kok-chhu̍k Chhṳ-chhṳ-yen	竜勝各族自治県
Sîn-sàng-yen	忻城県
Thiet-sân-kóng-khî	鉄山港区
Siong-chiu-yen	象州県
Kîm-siu Yâu-chhu̍k Chhṳ-chhṳ-yen	金秀ヤオ族自治県
Lùng-lìn Kok-chhu̍k Chhṳ-chhṳ-yen	隆林各族自治県
Chhiâng-siù-khî	青秀区
Chhit-sên-khî	七星区
Thièn-lìm-yen	田林県
Liòng-khin-khî	良慶区
Phìn-nàm-yen	平南県
Hói-sàng-khî	海城区
Phìn-kó-yen	平果県
Yung-nèn-khî	ヨウ寧区
Fòng-sàng-khî	防城区
Sông-sṳ̂-yen	上思県
Lìn-sân-yen	霊山県
Lu̍k-tshài-yen	鹿寨県
Hîn-ôn-yen	興安県
Phû-kông-yen	蒲江県
Kîm-thòng-yen	金堂県
Vûn-kông-khî	温江区
Phìn-yén-yen	平遠県
Hói-fûng-yen	海豊県
Lièn-nàm Yâu-chhu̍k Chhṳ-chhṳ-yen	連南ヤオ族自治県
Liùng-tshôn-yen	竜川県
Liu̍k-hò-yen	陸河県
Vú-hêu-khî	武侯区
Liùng-chhièn-yi̍t-khî	竜泉駅区
Chiau-liang-yen	蕉嶺県
Kông-chiu-khî	江州区
Yu-kông-khî	右江区
Ha̍p-sân-sṳ	合山市
Kîm-ngiù-khî	金牛区
Kím-kông-khî	錦江区
Phàng-chû-sṳ	彭州市
Kông-tûng-khî (Nèn-pô-sṳ)	江東区 (寧波市)
Hâ-sàng-khî	下城区
Kiúng-shú-khî	拱墅区
Yì-hông-khî	余杭区
Sông-sàng-khî	上城区
Lo̍k-ngia̍p-yen	楽業県
Sân-sî Sṳ-sa	ソンタイ
Chûng-koet Ngò-lò-sṳ̂-tshu̍k	オロス族
Mà-tsông-khî	麻章区
Ńg-fà-yen	五華県
Súi-hâi-yen	遂渓県
Sui-nèn-yen	綏寧県
Tshî-vùn-yen	徐聞県
Fuk-ôn-sṳ	福安市
Nàm-àu-yen	南澳県
Tsung Kâ-Hiûn	リンダ・チョン
Chîn-sṳ-sṳ	津市市
Liâm-kông-sṳ	廉江市
Mên-tshîn-yen	ビン清県
Hâ-sân-khî	霞山区
Vung-ngièn-yen	翁源県
Fa-chiu-sṳ	化州市
Kien-eu-sṳ	建甌市
Mâ-mî-khî	馬尾区
Yún-thai-yen	永泰県
Nèn-hiông-yen	寧郷県
Liùng-vùn-khî	竜文区
Sṳ-mìn-khî	思明区
Yí-fâ-khî	雨花区
Ngiên-kông-sṳ	ゲン江市
Fi-tûng-yen	恵東県
Siong-thâm-yen	湘潭県
Phìn-fò-yen	平和県
Thai-nèn-yen	泰寧県
Kông-tshe̍t-yen	光沢県
Yún-ôn-sṳ	永安市
Lìm Tan	林丹
分類:Tet-koet	Category:ドイツ
分類:Yi-thai-li	Category:イタリア
分類:Kâ-nâ-thai	Category:カナダ
分類:Sî-pân-ngà	Category:スペイン
分類:Chûng-koet	Category:中国
分類:Ngi̍t-pún	Category:日本
分類:Àu-thai-li-â	Category:オーストラリア
分類:Yin-thu	Category:インド
分類:Yî-set-lie̍t	Category:イスラエル
分類:Nàm-fî	Category:南アフリカ共和国
Thiên-sái (Hiông-kóng)	天璽 (香港)
分類:Yin-thu-nì-sî-â	Category:インドネシア
分類:Pâ-kî-sṳ̂-thán	Category:パキスタン
分類:Pô-làn	Category:ポーランド
分類:Sîn-kâ-po	Category:シンガポール
分類:Hòn-koet	Category:大韓民国
分類:Thai-koet	Category:タイ王国
分類:Ye̍t-nàm	Category:ベトナム
分類:Phú-nen-lui	Category:哺乳類
分類:Tiâu	Category:鳥類
分類:Chhṳ̍t-vu̍t	Category:植物
分類:Vu̍t-lí-ho̍k	Category:物理学
分類:Chhṳ-yèn Khô-ho̍k	Category:自然科学
分類:Sâng-vu̍t-ho̍k	Category:生物学
分類:Fa-ho̍k	Category:化学
分類:Li̍t-sṳ́	Category:歴史
分類:Thi-lî	Category:地理
分類:Sa-fi	Category:社会
分類:Chûng-kau	Category:宗教
分類:Thí-yuk	Category:スポーツ
分類:Khô-ho̍k	Category:科学
分類:Lièn-ha̍p-koet	Category:国際連合
分類:Êu-chû Lièn-mèn	Category:欧州連合
分類:Kien-chuk-vu̍t	Category:建築物
分類:Thûng-sin	Category:通信
分類:Thi-khiù	Category:地球
Chhièn-Chhîn	前秦
Chhièn-Yèn	前燕
Hiông-kóng Thiet-lu Yû-han Kûng-sṳ̂	香港鉄路 (企業)
Thai-mo-sân	大帽山
Heu-Yèn	後燕
Pet-Liòng	北涼
Chhièn-Chhàu	前趙
Sî-Chhîn	西秦
Song-Súi Tshàm(Hiông-Kóng Tûng-Thiet-Sien)	上水駅 (香港)
Fó-than-chham	火炭駅
Tson-sa̍k-sân Tshàm	鑽石山駅
Heu-Chhîn	後秦
Kú Lò-mâ	古代ローマ
Ibanag-ngî	イバナグ語
Sân-thi-mâ-lî-ngî	山地マリ語
Tsui-heu ke Sṳ́m-phan	最後の審判
Yok-hon-nì-sṳ̂-páu Thai-ho̍k	ヨハネスブルグ大学
分類:Chet-ho̍k	Category:哲学
分類:Fu̍t-kau	Category:仏教
分類:Kî-tuk-kau	Category:キリスト教
分類:Yù-thai-kau	Category:ユダヤ教
Pet-Yèn	北燕
Sià-ok Sṳn-kîn	姦淫聖書
Kôn-thòng Chhàm(KWT)	観塘駅
Ên-tiâu	鷲
Kiú-liùng Chhàm (Hiông-kóng)	九龍駅 (香港)
Yî-kín-vân	ディスカバリー・ベイ
Ngùi Pó-lò	ポール・ウエイ
Heu-Liòng	後涼
Heu-Chhàu	後趙
Bochotnica	ボホトニツァ
Chong Pâ-nâ-pâ	バルナバ・ザン
Ngi̍t-pún Khûn-chhùng Ki	にっぽん昆虫記
Chiông-Kiûn-Àu	将軍澳
琴浦同學	琴浦さん
分類:Hàng-sên	Category:惑星
分類:Vùn-fa	Category:文化
分類:Ngìn-vùn Khô-ho̍k	Category:人間科学
分類:Tî-sṳt	Category:知識
Nàm-tshông Thiet-lu Tshàm（Hiông-kóng）	南昌駅 (香港)
Sàng-sṳ Fûng-sû Kau-fi	シティハーベストチャーチ
Chṳ́-set	紫
Hòn Sân-mìn	テオドール・ハンバーグ
Ap-è	カモ
Lù-tshṳ̀	ウ科
分類:Yên-yèn	Category:俳優
模板:Tl	Template:Tl
模板:Userbox	Template:Userbox
Thòi-sâm-sien	台3線
Thòi-11-sien	台11線
Hiu Hen-ngì	邱幸儀
Thòi-si-sien	台4線
Thòi-64-sien	台64線
Thòi-18-sien	台18線
Â-kô	兄
Thòi-16-sien	台16線
Thòi-ńg-sien	台5線
Thòi-21-sien	台21線
模板:Wikipedialang	Template:メインページ/他言語版
分類:Koet-kâ	Category:国
Wikipedia:Kón-lî-yèn	Wikipedia:管理者
分類:Chûng-fà Mìn-chhu̍k	Category:中華人民共和国の民族
分類:Ngìn-vu̍t	Category:人物
分類:Mìn-chhu̍k	Category:民族集団
Wikipedia:Hàng-tsṳn-yèn	Wikipedia:ビューロクラット
Wikipedia:IP chhà-fûng li-ngoi-chá	Wikipedia:IPブロック適用除外
Wikipedia:Kî-hi-ngìn	Wikipedia:Bot
分類:Sṳ̀-kiên	Category:時間
分類:Chhṳ-yèn	Category:自然
分類:Kûng-chhàng	Category:工学
分類:Yî-ho̍k	Category:医学
分類:Chṳn-chṳ	Category:政治
分類:Kau-yuk	Category:教育
分類:Kông-ho̍k	Category:光学
Âi-khi̍p	エジプト
分類:Chat-ho̍k-kâ	Category:哲学者
模板:Bot	Template:Bot
Kâ-nâ-thai	カナダ
分類:Hiûng-ngà-li	Category:ハンガリー
分類:Hî-lia̍p	Category:ギリシャ
分類:Lâ-thot-vì-â	Category:ラトビア
分類:Yù-hi	Category:ゲーム
Thiên-koet	天国
分類:Êu-chû koet-kâ	Category:ヨーロッパの国
分類:Êu-chû	Category:ヨーロッパ
模板:Documentation	Template:Documentation
Wikipedia:Yung-fu	Wikipedia:利用者
Pok-sṳ	博士
Wikipedia:Sa-khî	Wikipedia:コミュニティ・ポータル
分類:Wikipedians by language	Category:言語別の利用者
Sṳ̀n Chhai-kî	成在基
Khi-néu Kî-chhòng	ハブ空港
Khî-ngia̍p	企業
Ngiuk-yèn	ミートボール
模板:Softredirect	Template:Softredirect
模板:Delete	Template:即時削除
分類:Kî-su̍t	Category:技術
分類:Ngî-ngièn	Category:諸言語
Wikipedia:Chhóng-kien Sîn Thiàu-muk	Help:新規ページの作成
分類:還無索引嘅頁面	Category:検索エンジンに収集されないページ
分類:含有損壞文件鏈接嘅頁面	Category:壊れたファイルへのリンクがあるページ
模板:Navbox	Template:Navbox
Pak-ha̍p-fâ	ユリ
模板:!	Template:!
模板:!-	Template:!-
模板:Tnavbar	Template:Tnavbar
模板:Unicode	Template:Unicode
模板:Smallcaps	Template:Smallcaps
模板:Small	Template:Small
模板:Nowrap	Template:Nowrap
分類:Fî-chû	Category:アフリカ
分類:Chhṳ-yù Pâng-sén	Category:フリーステイト州
分類:Tûng Khôi-phú-sén	Category:東ケープ州
分類:Gauteng-sén	Category:ハウテン州
分類:KwaZulu-Natal-sén	Category:クワズール・ナタール州
分類:Mpumalanga-sén	Category:ムプマランガ州
分類:Pet Khôi-phú-sén	Category:北ケープ州
分類:Sṳn-kîn	Category:聖書
分類:Limpopo-sén	Category:リンポポ州
分類:Sî Khôi-phú-sén	Category:西ケープ州
分類:Sî-pet-sén	Category:北西州 (南アフリカ)
分類:Si	Category:書物
模板:Pâ-phe̍t	Template:Babel
模板:Reflist	Template:Reflist
模板:Stub	Template:Stub
模板:User ca-1	Template:User ca-1
模板:User de	Template:User de
模板:User de-1	Template:User de-1
模板:User en-3	Template:User en-3
模板:User en-1	Template:User en-1
模板:User en-2	Template:User en-2
模板:User en-4	Template:User en-4
模板:User en-0	Template:User en-0
模板:User en	Template:User en
模板:User de-2	Template:User de-2
分類:Yî-chhiu	Category:宇宙
模板:User fr-2	Template:User fr-2
模板:User ja-1	Template:User ja-1
模板:User fr	Template:User fr
模板:Location map/Info	Template:Location map/Info
分類:Khûn-chhùng	Category:昆虫
分類:Â-chû	Category:アジア
分類:Chṳ-li	Category:チリ
分類:Nàm-mî-chû	Category:南アメリカ
分類:Khà-sṳ̂-tì-li-â lâu Lòi-ngong	Category:カスティーリャ・レオン州
模板:Esoteric	Template:複雑なテンプレート
分類:Mâ-lòi-sî-â	Category:マレーシア
分類:Sṳ̍t-phín	Category:食品
模板:Mod	Template:Mod
模板:SIL	Template:Infobox Language/codelist
模板:User es-2	Template:User es-2
模板:Fôn-ngiàng	Template:Welcome
分類:Thiàu-mi-liau	Category:調味料
分類:Chû-chṳt	Category:組織 (団体)
分類:Ngî-ngièn-ho̍k	Category:言語学
模板:ITA	Template:ITA
模板:非洲行政區劃	Template:アフリカ
模板:SVK	Template:SVK
模板:Infobox Country	Template:基礎情報 国
模板:Documentation/docname	Template:Documentation/docname
模板:TUR	Template:TUR
分類:User en-4	Category:User en-4
分類:User en	Category:User en
分類:User zh	Category:User zh
分類:User zh-N	Category:User zh-N
分類:User en-2	Category:User en-2
模板:User zh	Template:User zh
模板:Documentation/start box	Template:Documentation/start box
模板:Cite web	Template:Cite web
模板:Ombox	Template:Ombox
分類:Hòng-khûng	Category:航空
模板:Country data	Template:Country data
分類:Yím-sṳ̍t	Category:飲食
模板:Fong-wui	Template:方位
模板:BS3	Template:BS3
分類:Tsúng-thúng	Category:大統領
模板:IPA	Template:IPA2
分類:Chṳn-chṳ Ngìn-lui	Category:政治家
分類:Mî-chû	Category:アメリカ
模板:其他	Template:Otheruses
分類:Language user templates	Category:バベル
模板:User language-N	Template:User language
模板:Imbox	Template:Imbox
Wikipedia:GNU自由文檔協議證書	Wikipedia:Text of GNU Free Documentation License
模板:Topicon	Template:Top icon
模板:Fmbox	Template:Fmbox
模板:大洋洲行政區劃	Template:オセアニア
分類:Vùn-ho̍k-kâ	Category:作家
分類:Kiûn-sṳ	Category:軍事
分類:Thai-ho̍k	Category:大学
模板:Country data Malaysia	Template:Country data Malaysia
模板:Lang-he	Template:Lang-he
模板:Both	Template:Both
分類:Sṳ-kie Pok-lám-fi	Category:国際博覧会
分類:Chûng-fà Ngìn-mìn Khiung-fò-koet Chú-sit	Category:中華人民共和国主席
模板:Documentation subpage	Template:Documentation subpage
分類:Fu̍k-tsông	Category:僧
模板:FIN	Template:FIN
模板:Purge	Template:Purge
模板:Lang-de	Template:Lang-de
模板:DNK	Template:DNK
模板:Provinces of China	Template:中華人民共和国の行政区画
模板:Userpage	Template:Userpage
模板:DEU	Template:DEU
模板:SWE	Template:SWE
模板:User language-4	Template:User language-4
分類:Ye̍t-nàm kî-chhòng	Category:ベトナムの空港
Kiet-tshòng	結腸
分類:Kûng-sṳ̂	Category:企業
Â-mí	アトメートル
模板:User fr-3	Template:User fr-3
模板:Allcaps	Template:Allcaps
模板:JPN	Template:JPN
分類:Thien-nó	Category:パーソナルコンピュータ
模板:MKD	Template:MKD
模板:LTU	Template:LTU
100000000	100000000
分類:Sṳ-chhòng	Category:市場
Mô-li-ngìn	マオリ
模板:Disambig	Template:Aimai
模板:Tick	Template:レ
分類:Khien-không Khô-ho̍k	Category:健康科学
分類:Hàng-thung Thien-fa	Category:携帯電話端末
模板:User nan	Template:User zh-min-nan
模板:User nan-1	Template:User zh-min-nan-1
模板:GRC	Template:GRC
模板:Lang-grc	Template:Lang-grc
模板:CZE	Template:CZE
模板:Lifetime	Template:Lifetime
模板:Lang-en	Template:Lang-en
分類:Chhòn-ngiam-phiang	Category:感染症
分類:Sîn-kau	Category:プロテスタント
模板:GBR	Template:GBR
分類:Sâng-vu̍t	Category:生物
模板:SVN	Template:SVN
模板:FRA	Template:FRA
模板:Hiông-kóng Hàng-tsṳn Khî-va̍k	Template:香港の行政区画
模板:User pt-2	Template:User pt-2
分類:Kâ-li-sî-â	Category:ガリシア州
模板:歐洲行政區劃	Template:ヨーロッパ
分類:User yue	Category:User zh-yue
分類:User fr	Category:User fr
分類:User ja	Category:User ja
分類:User pt	Category:User pt
分類:User nl-3	Category:User nl-3
分類:User fr-2	Category:User fr-2
分類:User ja-2	Category:User ja-2
分類:User ko-N	Category:User ko-N
分類:User fr-N	Category:User fr-N
分類:Vùn-sṳ	Category:文字
分類:Tho-kau	Category:道教
分類:User ca	Category:User ca
分類:User ca-1	Category:User ca-1
分類:User de	Category:User de
分類:User de-2	Category:User de-2
分類:User de-N	Category:User de-N
分類:User en-3	Category:User en-3
分類:User en-N	Category:User en-N
分類:User es	Category:User es
分類:User es-2	Category:User es-2
分類:User es-N	Category:User es-N
分類:Hiông-kóng Thi-lî	Category:香港の地理
模板:Lang-lv	Template:Lang-lv
分類:Yî-set-lie̍t kiûn-vòng	Category:北イスラエル王国の君主
分類:Yù-thai kiûn-vòng	Category:ユダ王国の君主
分類:Kí-hò-ho̍k	Category:幾何学
模板:Ye̍t-nàm	Template:ベトナムの地方行政区画
分類:User ja-1	Category:User ja-1
分類:User ko	Category:User ko
模板:Lang-vi	Template:Lang-vi
分類:Thiên-hi	Category:気象
分類:Lièn-ha̍p-koet Pi-sû-chóng	Category:国際連合事務総長
分類:Hói-yòng	Category:海
模板:LUX	Template:LUX
分類:Thai-yòng-ne	Category:太陽系
分類:Chhîn-su̍k Ne-thúng	Category:親族
分類:Kóng-tûng-sén	Category:広東省
分類:Fuk-kian	Category:福建省
分類:Kîn-chi	Category:経済
分類:Koet-chi Chû-chṳt	Category:国際組織
分類:Fat-mìn-kâ	Category:発明家
分類:Yím-liau	Category:飲料
分類:User nan-1	Category:User zh-min-nan-1
分類:User nan-2	Category:User zh-min-nan-2
分類:User nan-3	Category:User zh-min-nan-3
分類:User nan-N	Category:User zh-min-nan-N
分類:Sa-fi Khô-ho̍k	Category:社会科学
分類:Mî-koet Koet-kâ Kûng-yèn	Category:アメリカ合衆国の国立公園
分類:Kô-tén Kau-yuk	Category:高等教育
模板:!w	Template:!wrap
分類:Thi-hìn	Category:地形
分類:Pâ-lùn-sî-â Chhṳ-chhṳ-khî	Category:バレンシア州
模板:User ja-2	Template:User ja-2
分類:User yue-N	Category:User zh-yue-N
分類:Yîm-ngo̍k-kâ	Category:音楽家
模板:!((	Template:!((
模板:))!	Template:))!
模板:Lang	Template:Lang
分類:Fa-kâ	Category:画家
分類:Yin-thu chûng-kau	Category:インドの宗教
分類:Ho̍k-su̍t	Category:学問
分類:Sa-fi chṳ-thu	Category:社会制度
模板:.w	Template:•wrap
分類:Ngìn-lui	Category:人間
模板:CYP	Template:CYP
分類:Yin-thu Thi-lî	Category:インドの地理
分類:Sông-ngia̍p	Category:商業
分類:Kiú-liùng	Category:九龍
分類:Fap-koet fòng-ti	Category:フランス皇帝
模板:EST	Template:EST
模板:AUT	Template:AUT
Thòi-pat-sien	台8線
Thòi-liuk-sien	台6線
Thòi-24-sien	台24線
Thòi-22-sien	台22線
Thòi-20-sien	台20線
Thòi-15-sien	台15線
Thòi-14-sien	台14線
Thòi-13-sien	台13線
Thòi-12-sien	台12線
Thòi-sṳ̍p-sien	台10線
分類:Meu-khô	Category:ネコ科
分類:Kâ-le̍t-pí-hói	Category:カリブ海
分類:Thòi-vân Thi-lî	Category:台湾の地理
模板:User zh-3	Template:User zh-3
模板:User zh-4	Template:User zh-4
Kuet-tho	国道
分類:Nì-pok Thi-lî	Category:ネパールの地理
分類:Thai-khûng-ngìn	Category:宇宙飛行士
分類:Chûng-fà Mìn-tshu̍k Tshṳ-tshṳ-chû	Category:中華人民共和国の民族自治州
分類:Khî-ngia̍p-kâ	Category:実業家
分類:Fî-li̍t-pîn	Category:フィリピン
分類:User nl	Category:User nl
分類:User zh-1	Category:User zh-1
分類:User zh-4	Category:User zh-4
分類:User zh-3	Category:User zh-3
分類:User zh-2	Category:User zh-2
分類:Yin-thu kiûn-chú	Category:インドの君主
分類:Ho̍k-vi	Category:学位
分類:Pô-sṳ̂ koet-vòng	Category:イランの君主
分類:Kîm-yùng	Category:金融
分類:Chûng-fà mìn-koet tsúng-thúng	Category:中華民国総統
分類:Thien-sṳ	Category:テレビ
分類:Chhòn-kau-sṳ	Category:宣教師
分類:Hói-hia̍p	Category:海峡
分類:Yin-Êu Ngî-ne	Category:インド・ヨーロッパ語族
分類:Kî-chhòng	Category:空港
分類:Fa-ho̍k ngièn-su	Category:元素
分類:Khô-ho̍k-kâ	Category:科学者
分類:Pâ-kî-sṳ̂-thán Thi-lî	Category:パキスタンの地理
分類:Kî-tuk-kau lî-ngì	Category:キリスト教の礼拝・典礼・奉神礼
分類:Nì-pok	Category:ネパール
分類:Thòi-vân	Category:台湾
分類:Chûng-koet chhèu-thoi	Category:中国の王朝
分類:Pet-mî-chû koet-kâ	Category:北アメリカの国
分類:Sṳ-tshòi	Category:野菜
分類:Súi-kó	Category:果物
分類:Khiu-yok Sṳn-kîn	Category:旧約聖書
分類:Pok-vu̍t-kón	Category:博物館
分類:Hì-hèu	Category:気候
分類:Â-chû Thi-lî	Category:アジアの地理
分類:Ngìn-lui-ho̍k	Category:人類学
分類:Thai-khûng Chhàm	Category:宇宙ステーション
分類:Fap-koet Thai-ho̍k	Category:フランスの大学
模板:ESP	Template:ESP
分類:Thung-vu̍t	Category:動物
分類:Chit-chhûi Thung-vu̍t	Category:脊椎動物
分類:Ngî-yîm-ho̍k	Category:音声学
分類:Hòng-khûng Kûng-sṳ̂	Category:航空会社
分類:Ngìn-khièn	Category:人権
分類:Ngo̍k-hi	Category:楽器
分類:Ngî-ne	Category:語族
分類:Hon-sṳ	Category:漢字
分類:Pó-sa̍k	Category:宝石
分類:Koet-kâ Kûng-yèn	Category:国立公園
分類:Hi-siong-ho̍k	Category:気象学
分類:Chûng-mî-chû	Category:中央アメリカ
分類:Fî-kîm-su̍k	Category:非金属元素
分類:Hiông-kóng	Category:香港
分類:Kóng-sî-sén	Category:広西チワン族自治区
分類:Yên-liau	Category:燃料
分類:Sông-hói	Category:上海
分類:Sin-sit kî-su̍t	Category:情報技術
分類:Ngiuk-lui	Category:食肉
分類:Yo̍k-ho̍k	Category:薬学
分類:Sú-tû	Category:首都
分類:Nàm-Â	Category:南アジア
分類:Kham-thap-pu-lî-â	Category:カンタブリア州
分類:Â-sṳ̂-thù-lî-â-sṳ̂-sén	Category:アストゥリアス州
分類:Kîm-su̍k	Category:金属
分類:Thòi-pet-sṳ	Category:台北市
分類:Lò-màn Ngî-chhu̍k	Category:ロマンス諸語
分類:Kâu-thûng	Category:交通
分類:Ngiên-kiu	Category:研究
分類:Thông-lui	Category:糖類
分類:Nàm-tó ngî-hì	Category:オーストロネシア語族
分類:Pet-mî-chû	Category:北アメリカ
分類:Kô-sú	Category:歌手
分類:Si-chhòng	Category:チベット
分類:Sú-ho̍k-kâ	Category:数学者
分類:Vu̍t-lî ho̍k-kâ	Category:物理学者
分類:Kîn-chi ho̍k-kâ	Category:経済学者
分類:Mìn-tsú	Category:民主主義
分類:Kî-tuk-kau Li̍t-sṳ́	Category:キリスト教の歴史
分類:Àu-mûn	Category:マカオ
分類:Hàng-sên-ne	Category:惑星系
Thòi-17-sien	台17線
分類:Hiông-kóng pan-tó	Category:香港の島
分類:Thòi-vân ngî-ngièn	Category:台湾の言語
分類:Thòi-vân Koet-kâ Kûng-yèn	Category:台湾の国家公園
分類:Khiù-lui Yun-thung	Category:球技
分類:Ngiùn-hòng	Category:銀行
Fu̍k-vu	サービス
分類:Chûng-fà Ngìn-mìn Khiung-fò-koet	Category:中華人民共和国
分類:Kâ-thai-lò-nì-â	Category:カタルーニャ州
Kap-kut-vùn	甲骨文字
分類:Khien-không	Category:健康
分類:User zh-classical-2	Category:User zh-classical-2
模板:Lang-pl	Template:Lang-pl
Trojany	トロヤニ (マゾフシェ県)
分類:Â-chû koet-kâ	Category:アジアの国
分類:Yùn-lìm-yen	Category:雲林県
分類:Ngì-làn-yen	Category:宜蘭県
分類:Yù-tsiâm-vong-khî	Category:油尖旺区
模板:Chûng-fà Mìn-chhu̍k	Template:中華民族
模板:User nan-2	Template:User zh-min-nan-2
模板:MLT	Template:MLT
模板:User zh-classical-2	Template:User zh-classical-2
分類:Vân-chái-khî	Category:湾仔区
