Afrik	アフリカ
Schenectady, New York	スケネクタディ (ニューヨーク州)
Oak Park, Ilinwa	オークパーク
Michael Steele	マイケル・スティール
John Smith	ジョン・スミス (労働党党首)
Chimyosentèz	化学合成 (生命科学)
Laj absoli	年代測定
Loja (Grenad)	ロハ (スペイン)
Michael Freedman	マイケル・フリードマン
Enrico Bombieri	エンリコ・ボンビエリ
William Thurston	ウィリアム・サーストン
Curtis McMullen	カーティス・マクマレン
Klaus Roth	クラウス・フリードリッヒ・ロス
Sergei Petrovich Novikov	セルゲイ・ノヴィコフ (数学者)
Richard Borcherds	リチャード・ボーチャーズ
David Mumford	デヴィッド・マンフォード
Pierre-Louis Lions	ピエール＝ルイ・リオン
Simon Donaldson	サイモン・ドナルドソン
Madras, Oregon	マドラス (オレゴン州)
Efim Zelmanov	エフィム・ゼルマノフ
Solisyon sisatire	過飽和
William Sealy Gosset	ウィリアム・ゴセット
Shing-Tung Yau	シン＝トゥン・ヤウ
Newport News, Vijini	ニューポートニューズ
Henry Briggs	ヘンリー・ブリッグス
Stephen Cole Kleene	スティーヴン・コール・クリーネ
Hendersonville, Tennessee	ヘンダーソンヴィル (テネシー州)
Pavel Florensky	パーヴェル・フロレンスキイ
Thomas Simpson	トーマス・シンプソン
Habib Koité	アビブ・コワテ
Albia, Iowa	アルビア (アイオワ州)
88 (nonm)	88
Hampton, Vijini	ハンプトン (バージニア州)
Suffolk, Vijini	サフォーク (バージニア州)
Portsmouth, Vijini	ポーツマス (バージニア州)
Pat	パット
Poquoson, Vijini	ポコソン (バージニア州)
Franklin, Vijini	フランクリン (バージニア州)
Isadore Singer	イサドール・シンガー
Goro Shimura	志村五郎
Reggie Fils-Aime	レジナルド・フィサメィ
Ernesto Cesàro	アーネスト・チェザロ
John Edensor Littlewood	ジョン・エデンサー・リトルウッド
Tullio Levi-Civita	トゥーリオ・レヴィ＝チヴィタ
Gabriel Lame	ガブリエル・ラメ
Mikhail Gromov	ミハイル・グロモフ
Horace Andy	ホレス・アンディ
Anri Kristòf	アンリ・クリストフ
Aleksann Petyon	アレクサンドル・ペション
Adel, Georgie	アデル (ジョージア州)
Antoine Arnauld	アントワーヌ・アルノー
Gary Dourdan	ゲイリー・ドゥーダン
Mikhail Vasilievich Ostrogradsky	ミハイル・オストログラツキー
Rafael Bombelli	ラファエル・ボンベリ
Burning Spear	バーニング・スピア
Philip Davis	フィル・デイヴィス
Yakov Borisovich Zel'dovich	ヤーコフ・ゼルドビッチ
Ettore Majorana	エットーレ・マヨラナ
Kontwòl (estatistik)	対照実験
595 (nonm)	595
964 (nonm)	964
Maxim Kontsevich	マキシム・コンツェビッチ
Jean-Christophe Yoccoz	ジャン＝クリストフ・ヨッコス
Daniel Quillen	ダニエル・キレン
Vladimir Voevodsky	ウラジーミル・ヴォエヴォドスキー
Tom Lehrer	トム・レーラー
Sizzla	シズラ
Jean-Charles de Borda	ジャン＝シャルル・ド・ボルダ
El Cajon, Kalifòni	エルカホン (カリフォルニア州)
Hugh Everett	ヒュー・エヴェレット3世
John Stewart Bell	ジョン・スチュワート・ベル
Shawn Wayans	ショーン・ウェイアンズ
Keith Mitchell	キース・ミッチェル
George William Hill	ジョージ・ウィリアム・ヒル
Viktor Bunyakovsky	ヴィクトール・ブニャコフスキー
Srinivasa Varadhan	S. R. シュリニヴァーサ・ヴァラダン
Daly City	デイリーシティ
Pembroke Pines, Florid	ペンブロークパインズ
Samuel Dalembert	サミュエル・ダレンバート
Philippe de La Hire	フィリップ・ド・ラ・イール
Solomon Lefschetz	ソロモン・レフシェッツ
Serge Lang	サージ・ラング
Jean Dieudonne	ジャン・デュドネ
220 (nonm)	220
Escondido, Kalifòni	エスコンディード (カリフォルニア州)
Bipèd	二足歩行
787 (nonm)	787
739 (nonm)	739
233 (nonm)	233
Koulè segondè	二次色
Koulè konplemantè	補色
Nikolai Luzin	ニコライ・ルージン
248 (nonm)	248
Hanford, Kalifòni	ハンフォード (カリフォルニア州)
Charles-Eugène Delaunay	シャルル＝ウジェーヌ・ドロネー
Clearlake, Kalifòni	クリアレイク (カリフォルニア州)
Kanpèch	アカミノキ
Chittagong	チッタゴン
Megh Nad Saha	メーグナード・サーハー
Jacques Ozanam	ジャック・オザナン
Rock Springs, Wyoming	ロックスプリングス (ワイオミング州)
Régis Debray	レジス・ドゥブレ
Vetivè	ベチバー
231 (nonm)	231
Pierre Varignon	ピエール・ヴァリニョン
Tamariyo	タマリロ
Oliver Lodge	オリバー・ロッジ
Joseph Plateau	ジョゼフ・プラトー
Harold Jeffreys	ハロルド・ジェフリーズ
Ovil	胚珠
Lucky Dube	ラッキー・デューベ
Louis Slotin	ルイス・スローティン
Oscar Zariski	オスカー・ザリスキ
Gilles de Roberval	ジル・ド・ロベルヴァル
Damon Wayans	デイモン・ウェイアンズ
Degre	度
Hattiesburg, Mississippi	ハッティズバーグ (ミシシッピ州)
Lev Schnirelmann	レフ・ゲンリホーヴィッチ・シュニレルマン
Malibu, Kalifòni	マリブ (カリフォルニア州)
Paradise, Kalifòni	パラダイス (カリフォルニア州)
Centennial, Kolorado	センテニアル (コロラド州)
Pis	ノミ
Şehrazat	シェヘラザード (作詞家)
Old Orchard Beach, Maine	オールドオーチャードビーチ
Afton, Wyoming	アフトン (ワイオミング州)
753 (nonm)	753
Peter Barlow	ピーター・バーロー
Matie	マタイによる福音書
Everett, Washington	エバレット (ワシントン州)
Siklòn Ike	ハリケーン・アイク
Agenor	アゲーノール
Peryòd (jewoloji)	紀
123 (menm non)	123 (曖昧さ回避)
119 (menm non)	119 (曖昧さ回避)
109 (menm non)	109 (曖昧さ回避)
102 (menm non)	102 (曖昧さ回避)
105 (menm non)	105 (曖昧さ回避)
515 (menm non)	515
501 (menm non)	501 (曖昧さ回避)
Mèvèy	マーベル
1900 (menm non)	1900
Billerica, Massachusetts	ビレリカ (マサチューセッツ州)
Fen (non)	エンド
John Kerr	ジョン・カー
Etienne	エティエンヌ
Falls Church, Vijini	フォールズチャーチ (バージニア州)
Bèso	ベビーベッド
Ajo, Arizona	アホ (アリゾナ州)
Aki	アキー
Blastila	胞胚
Bromazepam	ブロマゼパム
Klowokin	クロロキン
Doksisiklin	ドキシサイクリン
Jantamisin	ゲンタマイシン
Makrolid	マクロライド系抗生物質
Neomisin	ネオマイシン
777 (nonm)	777
George Lusztig	ジョージ・ルスティック
Temple, Texas	テンプル (テキサス州)
265 (nonm)	265
85 (nonm)	85
10000 (nonm)	10000
Vyolèt	菫色
Tom Apostol	トム・アポストル
Asosi	ツルレイシ
Woz (koulè)	ピンク
Bellingham, Washington	ベリンハム (ワシントン州)
Agency, Iowa	エージェンシー (アイオワ州)
Marianne Jean-Baptiste	マリアンヌ・ジャン＝バプティスト
369 (nonm)	369
Chico, Kalifòni	チコ (カリフォルニア州)
27 (nonm)	27
35 (nonm)	35
64 (nonm)	64
99 (nonm)	99
AN	AN
Gregory Isaacs	グレゴリー・アイザックス
Christophorus Buys Ballot	クリストフ・ボイス・バロット
Edward Kasner	エドワード・カスナー
Paul Pierre Levy	ポール・レヴィ (数学者)
Victor Frederick Weisskopf	ヴィクター・ワイスコフ
Prince Buster	プリンス・バスター
George Atwood	ジョージ・アトウッド
Raymond Smullyan	レイモンド・スマリヤン
Raoul Bott	ラウル・ボット
Arthur Milne	エドワード・アーサー・ミルン
Richard Bellman	リチャード・E・ベルマン
Bunny Wailer	バニー・ウェイラー
Bruny Surin	ブルニー・スリン
Saunders Mac Lane	ソーンダース・マックレーン
William George Horner	ウィリアム・ジョージ・ホーナー
Reuben Hersh	ルーベン・ハーシュ
Gabriele Veneziano	ガブリエーレ・ヴェネツィアーノ
Dominique Fernandez	ドミニック・フェルナンデス
Alton Ellis	アルトン・エリス
Altoona, Pennsilvani	アルトゥーナ (ペンシルベニア州)
108 (nonm)	108
101 (nonm)	101
Alturas, Kalifòni	アルトゥラス (カリフォルニア州)
Jacques Herbrand	ジャック・エルブラン
Alvin Weinberg	アルビン・ワインバーグ
Ashland, Oregon	アシュランド (オレゴン州)
Mary Ellen Rudin	メアリー・エレン・ルーディン
Chien-Shiung Wu	呉健雄
Lela Rochon	レラ・ローション
Edwidge Danticat	エドウィージ・ダンティカ
Lespinasse	ジャンヌ・ジュリー・エレオノール・ド・レスピナス
Maya Deren	マヤ・デレン
Lisa Randall	リサ・ランドール
Rita Marley	リタ・マーリー
Grace Jones	グレイス・ジョーンズ
Pierre Wantzel	ピエール・ヴァンツェル
Hendrick Kramers	ヘンリク・アンソニー・クラマース
Giovanni Ceva	ジョバンニ・チェバ
Macedonio Melloni	マセドニオ・メローニ
Lev Pontryagin	レフ・ポントリャーギン
Gaspard de Prony	ガスパール・ド・プロニー
Roger Cotes	ロジャー・コーツ
William Brouncker	ウィリアム・ブラウンカー
Pavel Samuilovich Urysohn	パベル・ウリゾーン
Douglas Hartree	ダグラス・ハートリー
King Tubby	キング・タビー
William Whiston	ウィリアム・ホイストン
Julia Robinson	ジュリア・ロビンソン
Diana King	ダイアナ・キング
Liv Mòman	モルモン書
Grand Island, Nebraska	グランドアイランド (ネブラスカ州)
Kenosha, Wisconsin	ケノーシャ (ウィスコンシン州)
Idrat	水和物
White Plains, New York	ホワイト・プレインズ (ニューヨーク州)
Urbana, Ilinwa	アーバナ (イリノイ州)
Glisman lan	クリープ
Cape Coral, Florid	ケープコーラル (フロリダ州)
Evanston, Ilinwa	エバンストン (イリノイ州)
Lakewood, Kolorado	レイクウッド (コロラド州)
Great Falls, Montana	グレートフォールズ (モンタナ州)
Augustus Pablo	オーガスタス・パブロ
Benjamin Peirce	ベンジャミン・パース (数学者)
Butte, Montana	ビュート (モンタナ州)
Ames, Iowa	エイムズ (アイオワ州)
Leslie Manigat	レスリー・マニガ
Walter Rudin	ウォルター・ルーディン
Patrick Chamoiseau	パトリック・シャモワゾー
John Henry Poynting	ジョン・ヘンリー・ポインティング
John Pell	ジョン・ペル
Warrior King	トム・ヤム・クン!
Yuval Ne'eman	ユヴァル・ネーマン
Emmanuel Sanon	エマニュエル・サノン
Kachiman	ギュウシンリ
153 (nonm)	153
Paramore	パラモア
Westlake Village, Kalifòni	ウェストレイクビレッジ (カリフォルニア州)
Kantaloup	カンタロープ
Zizye	砂嚢
Coritiba Foot Ball Club	コリチーバFC
Amsterdam, New York	アムステルダム (ニューヨーク州)
Aewopò Tan Son Nhat	タンソンニャット国際空港
Kayiman	カイマン亜科
Imaj	画像
Virgin, Utah	ヴァージン (ユタ州)
Logan, Utah	ローガン (ユタ州)
Price, Utah	プライス (ユタ州)
Park City, Utah	パークシティ (ユタ州)
Atis	美術家
Anaconda, Montana	アナコンダ (モンタナ州)
Anacortes, Washington	アナコルテス (ワシントン州)
Enèji iyonizasyon	イオン化エネルギー
Adaptasyon	適応
Lwa konsèvasyon mas	質量保存の法則
Azərbaycan Respublikasının Dövlət Himni	アゼルバイジャン共和国国歌
Degre oksidasyon	酸化数
Medinaceli	メディナセリ
Berkeley, Kalifòni	バークレー (カリフォルニア州)
Marbella (Málaga)	マルベーリャ
El Burgo de Osma-Ciudad de Osma	エル・ブルゴ・デ・オスマ
Pasadena, Kalifòni	パサデナ (カリフォルニア州)
Key West, Florid	キーウェスト
Odè	におい
Duluth, Minnesota	ダルース (ミネソタ州)
Glendale, Kalifòni	グレンデール (カリフォルニア州)
San Bernardino, Kalifòni	サンバーナーディーノ (カリフォルニア州)
Pensacola, Florid	ペンサコーラ (フロリダ州)
Deriv jenetik	遺伝的浮動
Cedar Rapids, Iowa	シーダーラピッズ
Evansville, Indiana	エバンズビル (インディアナ州)
Kansas City, Kansas	カンザスシティ (カンザス州)
Rochester, Minnesota	ロチェスター (ミネソタ州)
Mountain View, Kalifòni	マウンテンビュー
Pomona, Kalifòni	ポモナ (カリフォルニア州)
South Bend, Indiana	サウスベンド (インディアナ州)
Michio Kaku	ミチオ・カク
Kondiksyon	熱伝導率
Compton, Kalifòni	コンプトン (カリフォルニア州)
Minot	マイノット (ノースダコタ州)
Cedar City, Utah	シーダーシティ (ユタ州)
Monterey, Kalifòni	モントレー
Saint Marys, Iowa	ポタワタミー郡 (アイオワ州)
Yakutat (Alaska)	ヤクタト (アラスカ州)
Pratt, Minnesota	スティール郡 (ミネソタ州)
Sunbury, Georgie	リバティ郡 (ジョージア州)
Iowa City, Iowa	アイオワシティ
Saint Augustine, Florid	セントオーガスティン
Gainesville, Florid	ゲインズビル (フロリダ州)
Palm Springs, Kalifòni	パームスプリングス (カリフォルニア州)
Salinas, Kalifòni	サリナス (カリフォルニア州)
Ontario, Kalifòni	オンタリオ (カリフォルニア州)
Anteryè	解剖学における方向の表現
Baeza (Jaén)	バエサ
Eureka, Kalifòni	ユーレカ (カリフォルニア州)
Oceanside, Kalifòni	オーシャンサイド (カリフォルニア州)
Palmdale, Kalifòni	パームデール
Downey, Kalifòni	ダウニー (カリフォルニア州)
Torrance, Kalifòni	トーランス (カリフォルニア州)
Sioux City, Iowa	スーシティ (アイオワ州)
Bloomington, Indiana	ブルーミントン (インディアナ州)
Ventura, Kalifòni	ベンチュラ (カリフォルニア州)
Concord, Kalifòni	コンコード (カリフォルニア州)
Baza (Grenad)	バサ
Gulfport, Mississippi	ガルフポート (ミシシッピ州)
Daytona Beach, Florid	デイトナビーチ
Indian Wells, Kalifòni	インディアンウェルズ
Biloxi, Mississippi	ビロクシ (ミシシッピ州)
Astoria, Oregon	アストリア (オレゴン州)
Fort Collins, Kolorado	フォート・コリンズ (コロラド州)
Bloomington, Minnesota	ブルーミントン (ミネソタ州)
Alameda, Kalifòni	アラメダ (カリフォルニア州)
Carlsbad, Kalifòni	カールスバッド (カリフォルニア州)
Hayward, Kalifòni	ヘイワード (カリフォルニア州)
Fontana, Kalifòni	フォンタナ (カリフォルニア州)
Santa Clarita, Kalifòni	サンタクラリタ
Canton, Ohio	カントン (オハイオ州)
Robert Smith	ロバート・スミス (ミュージシャン)
Roseville, Kalifòni	ローズビル (カリフォルニア州)
Orange, Kalifòni	オレンジ (カリフォルニア州)
Sarasota, Florid	サラソータ (フロリダ州)
Fredericksburg, Vijini	フレデリックスバーグ (バージニア州)
Williamsburg, Vijini	ウィリアムズバーグ (バージニア州)
Winchester, Vijini	ウィンチェスター (バージニア州)
Centralia, Pennsilvani	セントラリア (ペンシルベニア州)
Terre Haute, Indiana	テレホート (インディアナ州)
Vélez-Málaga (Málaga)	ベレス＝マラガ
Mijas (Málaga)	ミハス
Estepona (Málaga)	エステポナ
Broomfield, Kolorado	ブルームフィールド (コロラド州)
Andre Berto	アンドレ・ベルト
Walnut Creek, Kalifòni	ウォールナットクリーク (カリフォルニア州)
Culver City, Kalifòni	カルバーシティ
Vicksburg, Mississippi	ヴィックスバーグ (ミシシッピ州)
Dubuque, Iowa	ダビューク (アイオワ州)
Lawrence, Kansas	ローレンス (カンザス州)
El Ejido (Almería)	エル・エヒド
Owensboro, Kentucky	オーエンズボロ
Carson, Kalifòni	カーソン (カリフォルニア州)
Benjamin W. Lee	ベンジャミン・W・リー
Corona, Kalifòni	コロナ (カリフォルニア州)
Lancaster, Kalifòni	ランカスター (カリフォルニア州)
Norwalk, Kalifòni	ノーウォーク (カリフォルニア州)
Moreno Valley, Kalifòni	モレノバレー (カリフォルニア州)
Fullerton, Kalifòni	フラートン (カリフォルニア州)
West Covina, Kalifòni	ウェストコビーナ
Alcalá de Guadaira (Seville)	アルカラ・デ・グアダイラ
Jung Nicole	チョン・ニコル
Goo Hara	ク・ハラ
Park Gyuri	パク・ギュリ
Kang Jiyoung	知英
Han Seungyeon	ハン・スンヨン
Victorville, Kalifòni	ヴィクターヴィル
Antioch, Kalifòni	アンティオック (カリフォルニア州)
Redding, Kalifòni	レディング (カリフォルニア州)
Rancho Cucamonga, Kalifòni	ランチョクカモンガ (カリフォルニア州)
El Centro, Kalifòni	エル・セントロ
Visalia, Kalifòni	バイセイリア (カリフォルニア州)
