Africa	アフリカ
Fanum Sancti Petri ad Maydam	サン・ピエトロ・ア・マイダ
Luciaria	ルッザーラ
Fanum Sancti Sosthenae	サン・ソステネ
Fanum Sanctae Catharinae (Provincia Catacensis)	サンタ・カテリーナ・デッロ・イオーニオ
Satrianum (Bruttium)	サトリアーノ
Sellia	セッリーア
Rapina	強盗
Sellia Maritima	セッリーア・マリーナ
Olavus Palme	オロフ・パルメ
Serrastricta	セッラストレッタ
Sersalis	セルサーレ
Septimianum	セッティンジャーノ
Semiris	シーメリ・クリーキ
Suberatum	ソヴェラート
Subaria	ソヴェリーア・マンネッリ
Subaria Catacensis	ソヴェリーア・シーメリ
Scyllaceum	スクイッラーチェ
Stalatium	スタレッティ
Taberna (Italia)	タヴェルナ (カタンザーロ県)
Tyrium	ティリオーロ
Turris (Calabria Nova)	トッレ・ディ・ルッジェーロ
Fanum Sancti Eliae	ヴァッレフィオリータ
Zacharisium	ザガリーゼ
Sorbum	ソルボ・サン・バジーレ
Ingvar Carlsson	イングヴァール・カールソン
Georgius Persson	ヨーラン・ペーション
Albi (Calabria Nova)	アルビ (イタリア)
Brackenheim	ブラッケンハイム
Lapis obsidianus	黒曜石
Güglingen	ギュクリンゲン
Zaberfeld	ツァーバーフェルト
Aqua Formosa	アックアフォルモーザ
Aquappensa	アックアッペーザ
Acrium	アクリ
Aiellum	アイエッロ・カーラブロ
Aieta	アイエータ
Alvidona	アルビドーナ
Alexandria (Bruttium)	アレッサンドリア・デル・カッレット
Altilia (Bruttium)	アルティーリア
Altimontum	アルトモンテ
Amanthea	アマンテーア
Amendolaria	アメンドラーラ
Aprilianum	アプリリアーノ
Canon	カノン (音楽)
Bellimontum (Bruttium)	ベルモンテ・カーラブロ
Belsitum	ベルシート
Belvederium (Provincia Consentina)	ベルヴェデーレ・マリッティモ
Blanci	ビアンキ (コゼンツァ県)
Bisinianum	ビジニャーノ
Buchilerium	ボッキリエーロ
Flumen Kuroshio	黒潮
Bonifax	ボニファーティ
Bonvicinum	ブオンヴィチーノ
Calopetiatum	カロペッツァーティ
Calobyta	カロヴェート
Campana (Italia)	カンパーナ
Canna	カンナ (イタリア)
Chariatum	カリアーティ
Caruleum	カロレーイ
Casulae (Bruttium)	カーゾレ・ブルーツィオ
Cassanum (Calabria Nova)	カッサーノ・アッロ・イオーニオ
Castelio	カスティリオーネ・コゼンティーノ
Castrum Francum (Bruttium)	カストロリーベロ
Castrum Regium	カストロレージョ
Castrum Villarum	カストロヴィッラリ
Coelicum	チェーリコ
Cellarii	チェッララ
Querquarium	チェルキアーラ・ディ・カラーブリア
Ceresanum	チェリザーノ
Cervicax	チェルヴィカーティ
Querquetum	チェルツェート
Cetrarium	チェトラーロ
Civitas (Italia)	チーヴィタ
Petramala	クレート
Colosimi	コロージミ
Coriolanum	コリリアーノ・カーラブロ
Cropolatum	クロパラーティ
Crusia	クロジーア
Adamans (Calabria Nova)	ディアマンテ (イタリア)
Depinianum	ディピニャーノ
Domanicum	ドマーニコ
Fagnanum (Bruttium)	ファニャーノ・カステッロ
Falcunaria	ファルコナーラ・アルバネーゼ
Felinum	フィリーネ・ヴェリアトゥーロ
Firmum (Bruttium)	フィルモ
Flumen Frigidum	フィウメフレッド・ブルーツィオ
Franca Villa (Provincia Consentina)	フランカヴィッラ・マリッティマ
Fraxinetum (Bruttium)	フラシネート
Fuscaldum	フスカルド
Grysolia	グリゾリーア
Grimaldum	グリマルディ
Guardia (Bruttium)	グアルディア・ピエモンテーゼ
Lacum	ラーゴ
Laum Inferum	ライーノ・ボルゴ
Laum Superum	ライーノ・カステッロ
Lapanum	ラッパーノ
Lactaracum	ラッターリコ
Longobardum	ロンゴバルディ
Longobuccum	ロンゴブッコ
Lungrum	ルングロ
Lucii	ルッツィ
Mayera	マイエラ
Malitum	マリート
Malvetum	マルヴィート
Mandaturitium	マンダトリッチョ
Mango	マンゴーネ
Maranum Marchionatum	マラーノ・マルケザート
Maranum Principatum	マラーノ・プリンチパート
Martium	マルツィ
Montecinum	メンディチーノ
Mongrassanum	モングラッサーノ
Montaltum	モンタルト・ウッフーゴ
Mons Iordanus	モンテジョルダーノ
Muranum (Italia)	モラーノ・カーラブロ
Mirimagnum	モルマンノ
Mottafullon	モッタフォッローネ
Nucara	ノカーラ
Oriolus	オリオーロ
Ursimarsum	オルソマルソ
Paludis	パルーディ
Payachteres	パネッティエーリ
Paula (Italia)	パオラ (イタリア)
Papasiderum	パパジーデロ
Parietes	パレンティ
Paternum (Bruttium)	パテルノ・カーラブロ
Pedacium	ペダーチェ
Pedivilianum	ペディヴィリアーノ
Planae (Italia)	ピアーネ・クラーティ
Petraficta	ピエトラフィッタ
Petrapaula	ピエトラパオラ
Platacium (Provincia Consentina)	プラータチ
Plaga Sclavorum	プラーイア・ア・マーレ
Rupertus Murdoch	ルパート・マードック
Arintha	レンデ
Roccha Imperialis	ロッカ・インペリアーレ
Rogianum	ロッジャーノ・グラヴィーナ
Rublanum	ロリアーノ
Rosae (Italia)	ローゼ
Rosetus	ロゼート・カーポ・スプーリコ
Rossanum (Bruttium)	ロッサーノ
Rotae (Italia)	ロータ・グレーカ
Rubetum	ロヴィート
Fanum Sancti Basilii (Bruttium)	サン・バジーレ
Fanum Sancti Benedicti Ullani	サン・ベネデット・ウッラーノ
Fanum Sancti Cosmi	サン・コズモ・アルバネーゼ
Fanun Sancti Demetrii (Bruttium)	サン・デメトリオ・コローネ
Fanum Sancti Donati (Bruttium)	サン・ドナート・ディ・ニネーア
Fanum Sancti Felicis (Bruttium)	サン・フィーリ
Fanum Sancti Georgii (Provincia Consentina)	サン・ジョルジョ・アルバネーゼ
Fanum Sancti Ioannis in Floro	サン・ジョヴァンニ・イン・フィオーレ
Fanum Sancti Laurentii de Bellitia	サン・ロレンツォ・ベッリッツィ
Fanum Sancti Laurentii (Bruttium)	サン・ロレンツォ・デル・ヴァッロ
Fanum Sancti Lucidi	サン・ルーチド
Fanum Sancti Marci Argentanensis	サン・マルコ・アルジェンターノ
Fanum Sancti Martini (Bruttium)	サン・マルティーノ・ディ・フィニータ
Fanum Sancti Nicolai Arcellae	サン・ニコーラ・アルチェッラ
Fanum Sancti Petri in Amanthea	サン・ピエトロ・イン・アマンテーア
Fanum Sancti Petri in Varano	サン・ピエトロ・イン・グアラーノ
Fanum Sancti Sosti	サン・ソスティ
Fanum Sancti Vincentii (Bruttium)	サン・ヴィンチェンツォ・ラ・コスタ
Sanginetum	サンジネート
Fanum Sanctae Agathae (Provincia Consentina)	サンターガタ・ディ・エーザロ
Fanum Sanctae Catharinae (Provincia Consentina)	サンタ・カテリーナ・アルバネーゼ
Fanum Sanctae Dominicae (Bruttium)	サンタ・ドメーニカ・タラオ
Cepollina	サンタ・マリーア・デル・チェドロ
Fanum Sanctae Sophiae (Bruttium)	サンタ・ソフィーア・デピーロ
Fanum Sancti Stephani Rublanensis	サント・ステーファノ・ディ・ロリアーノ
Saracena	サラチェーナ
Scala Coeli	スカーラ・コエーリ
Ludovicus I (rex Hungariae)	ラヨシュ1世
Scala (Bruttium)	スカレーア
Syllanum (Bruttium)	シリアーノ
Serra et Pedacium	セッラ・ペダーチェ
Serra (Bruttium)	セッラ・ダイエッロ
Spatianellum	スペッツァーノ・アルバネーゼ
Spatianum Parvum	スペッツァーノ・ピッコロ
Spatianum Magnum	スペッツァーノ・デッラ・シーラ
Tarsia (Italia)	タルシア
Stanislaus I (rex Poloniae)	スタニスワフ・レシチニスキ
Terra Nova (Provincia Consentina)	テッラノーヴァ・ダ・シーバリ
Terra Vetus	テッラヴェッキア
Turanum (Bruttium)	トラーノ・カステッロ
Turtura	トルトラ
Trebisatium	トレビザッチェ
Trentum	トレンタ
Baccharisium	ヴァッカリッツォ・アルバネーゼ
Vernacia	ヴェルビカーロ
Castrum Novum (Provincia Consentina)	ヴィッラピアーナ
Zumpanum	ツンパーノ
Venceslaus III (rex Bohemiae)	ヴァーツラフ3世
Vladislaus II	ヴワディスワフ2世 (ポーランド王)
Collis	丘
Sigismundus I (rex Poloniae)	ジグムント1世
Nassau Comitatus (Novum Eboracum)	ナッソー郡 (ニューヨーク州)
Suffolk Comitatus (Novum Eboracum)	サフォーク郡 (ニューヨーク州)
Westchester Comitatus	ウエストチェスター郡 (ニューヨーク州)
Categoria:Formae administrationis	Category:政体
Essex Comitatus (Massachusetta)	エセックス郡 (マサチューセッツ州)
IKEA	イケア
Categoria:Amor	Category:愛
Universitas Coloniensis	ケルン大学
Capitolium Civitatum Foederatarum	アメリカ合衆国議会議事堂
Exercitus Continentalis	大陸軍 (アメリカ)
Ordo Corinthius	コリント式
Ordo internationalis a laboribus	国際労働機関
Palatinatus Lubucensis	ルブシュ県
Hantoniensis Comitatus (Massachusetta)	ハンプシャー郡 (マサチューセッツ州)
Berkshire Comitatus (Massachusetta)	バークシャー郡 (マサチューセッツ州)
Silesia vaivodatus	シロンスク県
Categoria:Vaivodatus Lubucensis	Category:ルブシュ県
Nereides	ネーレーイス
Osmosis	浸透
Clingonus	クリンゴン人
Programma editorium	ワードプロセッサ
Trolem Excudia	トロルヘッタン
Ska	スカ
Belvederium de Malapezza	ベルヴェデーレ・ディ・スピネッロ
Caccurium	カックーリ
Carfidi	カルフィッツィ
Casuonum	カザボーナ
Castrum Casinum	カステルシラーノ
Geruntia	チェレンツィア
Ipsicrum	チロ
Cirum Marinum	チロ・マリーナ
Cotroneum	コトロネーイ
Theoria camporum quanticorum	場の量子論
Crucolum	クルーコリ
Cutrum	クトロ
Insula (Italia)	イーゾラ・ディ・カーポ・リッツート
Melissa (Italia)	メリッサ (イタリア)
Messurga	メゾラーカ
Pallagoria	パッラゴリーオ
Polycastrum	ペティーリア・ポリカストロ
Neaethum Castrum	ロッカ・ディ・ネート
Vernauda	ロッカベルナルダ
Fanum Sancti Mauri (Bruttium)	サン・マウロ・マルケザート
Fanum Sancti Nicolai de Alto	サン・ニコーラ・デッラルト
Fanum Sanctae Severinae	サンタ・セヴェリーナ
Sabelli	サヴェッリ
Scandalis	スカンダーレ
Strongilis	ストロンゴリ
Umbriaticum	ウンブリアーティコ
Vertina	ヴェルツィーノ
Africum	アフリコ
Agnana	アニャーナ・カーラブラ
Anoya	アノーイア
Antonimina	アントニミーナ
Ardorium	アルドーレ
Bagaladum	バガラーディ
Balnearia (Calabria Nova)	バニャーラ・カーラブラ
Benestarium	ベネスターレ
Blancum (Italia)	ビアンコ
Bivungium	ビヴォンジ
Bova	ボーヴァ
Bova Maritima	ボーヴァ・マリーナ
Bobalinum	ボヴァリーノ
Brancaleonum	ブランカレオーネ
Brutianum (Calabria Nova)	ブルッツァーノ・ゼッフィーリオ
Calanna	カランナ
Caminium	カミーニ
Campum Magdalenae	カンポ・カーラブロ
Candidonum	カンディードニ
Canolus	カーノロ
Carapha (Provincia Rhegina)	カラッファ・デル・ビアンコ
Cardetum (Bruttium)	カルデート
Carerium	カレーリ
Casignanum	カジニャーナ
Caulonia	カウローニア
Cimina	チミナ
Quinquefrondium	チンクエフロンディ
Casale Novum (Provincia Rhegina)	チッタノーヴァ
Condofurium	コンドフーリ
Cosiletum	コゾレート
Delia Nova	デリアヌオーヴァ
Feroletum (Rhegium)	フェロレート・デッラ・キエーザ
Ferrutianum	フェッルッツァーノ
Caenesium	フィウマーラ
Galatrum	ガーラトロ
Hieracium (Bruttium)	ジェラーチェ
Giffonium (Bruttium)	ジッフォーネ
Ioia	ジョイア・タウロ
Ioiosa (Bruttium)	ジョイオーザ・イオーニカ
Cryptaurea	グロッテリーア
Laganadum	ラガナーディ
Lauriana (Italia)	ラウレアーナ・ディ・ボッレッロ
Locri	ロクリ
Mammula	マンモラ
Ioiosa Maritima	マリーナ・ディ・ジョイオーザ・イオーニカ
Maropatum	マローパティ
Martonum	マルトーネ
Melicuccum	メリクッコ
Melicucca	メリクッカ
Melitum (Bruttium)	メーリト・ディ・ポルト・サルヴォ
Molochium	モローキオ
Monesteracium	モナステラーチェ
Mons Bellus (Bruttium)	モンテベッロ・イオーニコ
Mota Sancti Ioannis	モッタ・サン・ジョヴァンニ
Oppidum (Italia)	オッピド・マメルティーナ
Palitium	パリッツィ
Palmae	パルミ
Patianum	パッツァーノ
Placanica	プラカーニカ
Platacium	プラティ (イタリア)
Polystina	ポリステナ
Portileola	ポルティリオーラ
Reatium	リアーチェ
Riziconum	リッツィーコニ
Rocca Fors	ロッカフォルテ・デル・グレーコ
Rupella (Italia)	ロッチェッラ・イオーニカ
Rogodium	ログーディ
Rosarnum	ロザルノ
Samus (Italia)	サーモ
Fanum Sancti Ferdinandi (Bruttium)	サン・フェルディナンド
Fanum Sancti Georgii (Provincia Rhegina)	サン・ジョルジョ・モルジェート
Fanum Sancti Ioannis (Bruttium)	サン・ジョヴァンニ・ディ・ジェラーチェ
Fanum Sancti Laurentii (Italia)	サン・ロレンツォ
Fanum Sancti Lucae (Italia)	サン・ルーカ
Fanum Sancti Petri a Carida	サン・ピエトロ・ディ・カリダ
Fanum Sancti Procopii (Italia)	サン・プロコーピオ
Fanum Sancti Ruberti (Italia)	サン・ロベルト
Fanum Sanctae Agathae (Provincia Rhegina)	サンターガタ・デル・ビアンコ
Fanum Sancti Alexii (Bruttium)	サンタレッシオ・イン・アスプロモンテ
Fanum Sanctae Euphemiae de Synopoli	サンテウフェーミア・ダスプロモンテ
Fanum Sancti Hilarii (Bruttium)	サンティラーリオ・デッロ・イオーニオ
Fanum Sanctae Christinae (Bruttium)	サンタ・クリスティーナ・ダスプロモンテ
Fanum Sancti Stephani (Bruttium)	サント・ステーファノ・イン・アスプロモンテ
Scydum	シード (イタリア)
Scylleum	シッラ
Seminaria	セミナーラ
Serrata	セッラータ
Sideronum	シデルノ
Synopolis	シノーポリ
Staitium	スタイーティ
Stineanum	スティニャーノ
Stylum	スティーロ
Taurianova	タウリアノーヴァ
Terra Nova (Provincia Rhegina)	テッラノーヴァ・サッポ・ミヌーリオ
Varapodum	ヴァラポーディオ
Villa Sancti Ioannis	ヴィッラ・サン・ジョヴァンニ
Aquarium (Bruttium)	アックアーロ
Arenae (Calabria Nova)	アレーナ
Briaticum	ブリアーティコ
Broneaturum	ブロニャトゥーロ
Capistronum	カピストラーノ
Cessanitum	チェッサニーティ
Dasa	ダサ
Dinamium	ディナーミ
Drapea	ドラーピア
Fabricia	ファブリーツィア
Philadelphia (Italia)	フィラデルフィア (イタリア)
Philandarium	フィランダーリ
Philogasium	フィロガーゾ
Franca Villa (Provincia Vibonensis)	フランカヴィッラ・アンジートラ
Francica	フランチカ
Hyerocarnes	ジェロカルネ
Jonadum	ヨナーディ
Joppolum	ヨッポロ
Libadum	リンバーディ
Maieratum	マイエラート
Miletum (Italia)	ミレート
Mongiana	モンジャーナ
Mons Rubeus (Bruttium)	モンテロッソ・カーラブロ
Nardus de Pace Fabritiae	ナルドディパーチェ
Nicotera	ニコーテラ
Parghelia	パルゲリーア
Pitium	ピッツォ
Pizzonum	ピッツォーニ
Polia	ポリーア
Ricadi	リカーディ
Rombiolum	ロンビオーロ
Fanum Sancti Calogeris	サン・カロージェロ
Fanum Sancti Costantini a Briatico	サン・コスタンティーノ・カーラブロ
Fanum Sancti Gregorii (Bruttium)	サン・グレゴーリオ・ディッポーナ
Fanum Sancti Nicolai Vallis Longae	サン・ニコーラ・ダ・クリッサ
Fanum Sancti Honophrii	サントノフリオ
Serra Sancti Brunonis	セッラ・サン・ブルーノ
Simbarium	シンバーリオ
Sorianum Superum	ソリアネッロ
Sorianum Inferum	ソリアーノ・カーラブロ
Spatula	スパードラ
Spilinga	スピーリンガ
Stephanaculum	ステファナーコニ
Tropaea	トロペーア
Vallis Longa (Bruttium)	ヴァッレロンガ
Vatianum	ヴァッツァーノ
Zachanopolis	ザッカノーポリ
Zambronum	ザンブローネ
Zungrium	ズングリ
Ängelholm	エンゲルホルム
Visbia	ヴィスビュー
Cornelius (papa)	コルネリウス (ローマ教皇)
Politica aliter possunt	新しい政治の形
