Afraga	アフリカ
Yodh	ヨッド
Annapolis Royal	アナポリスロイヤル
Anarag	アノラック
Àibheis	深海平原
Pearl City, Hawaii	パールシティ (ハワイ州)
Cille Mheàrnaig	キルマーノック
2060an	2060年代
The View (còmhlan)	ザ・ビュー (バンド)
Raghnallsaigh	サウス・ロナルドセー島
Barpa	チェンバード・ケアン
Lee Westwood	リー・ウエストウッド
Cocteau Twins	コクトー・ツインズ
Lihue, Hawaii	リフエ
Blàr na h-Eaglaise Brice (1298)	フォルカークの戦い
Eideard VIII	エドワード8世 (イギリス王)
Baile Ùr Dhùn Èideann	エディンバラ新市街
Sean Bhaile Dhùn Èideann	エディンバラ旧市街
St. Croix County, Wisconsin	セントクロワ郡 (ウィスコンシン州)
Consairtean	コンサーティーナ
Polo oilbheint	エレファントポロ
Ceimigear	化学者
Shelton, Connecticut	シェルトン (コネチカット州)
Nelson County, Kentucky	ネルソン郡 (ケンタッキー州)
Blaenau Gwent	ブライナイ・グエント
Taisbeanadh Obar Bhrothaig	アーブロース宣言
Sgioba nàiseanta rugbaidh na h-Èireann	ラグビーアイルランド代表
Malairt	取引
A' Cheò na h-Abhalon	アヴァロンの霧
Goldfrapp	ゴールドフラップ
Lorain, Ohio	ロレイン (オハイオ州)
Sgioba nàiseanta rugbaidh na Cairtbheil	ラグビーグルジア代表
Dover	ドーバー
Ian Poulter	イアン・ポールター
Uachdaran	地主
Cherokee County, Carolina a Deas	チェロキー郡 (サウスカロライナ州)
Deist	理神論
Bòrd-sgeadachaidh	箪笥
Sgioba nàiseanta rugbaidh Astràilia	ラグビーオーストラリア代表
Helsa	ヘルザ
Alcelaphus buselaphus	ハーテビースト
Beatragus hunteri	ヒロラ
Zolochiv	ゾーロチウ (リヴィウ州)
An Eaglais Bhreac	フォルカーク
Beannachd	祝福
Stràc throm	グレイヴ・アクセント
Susanville, Calafòrnia	スーザンビル (カリフォルニア州)
Prionnsalachd Schwarzburg-Sondershausen	シュヴァルツブルク＝ゾンダースハウゼン侯国
Poblachd Ghranada Ùire	ヌエバ・グラナダ共和国
San Rafael, Calafòrnia	サンラフェル (カリフォルニア州)
Nis	NIS
Waipahu, Hawaii	ワイパフ (ハワイ州)
Lafayette, Indiana	ラファイエット (インディアナ州)
Uainfheoil	羊肉
Old Firm	オールドファーム
Cathag nan casan dearg	ベニハシガラス
Torfaen	トルヴァエン
Cath na Bòinne	ボイン川の戦い
Sgioba nàiseanta rugbaidh na h-Argantain	ラグビーアルゼンチン代表
Arrecife	アレシフェ
Farafra	ファラフラ (エジプト)
Martin County, Florida	マーティン郡 (フロリダ州)
Siostam foirmeil	形式体系
Sir Ddinbych	デンビーシャー
2050an	2050年代
2040an	2040年代
2070an	2070年代
Gille-fionn	ツブ
Blàr Chùil Lodair	カロデンの戦い
Dùn Phrìs	ダンフリーズ
Broth	皮疹
Tuatha Dè Danann	トゥアハ・デ・ダナーン
Inbhir Àir	エア (サウス・エアーシャー)
Cille Bhrìghde an Ear	イースト・キルブライド
Galldachd	ローランド地方
Canterbury Region	カンタベリー地方
Cartagena de Indias	カルタヘナ (コロンビア)
Uibhist a Tuath	ノース・ウイスト島
Lannraig	ラナーク (曖昧さ回避)
Tasman Region	タスマン地方
Nevada City, Calafòrnia	ネバダシティ (カリフォルニア州)
Iòrdan	ジョーダン
Tanami	タナミ砂漠
Alpenhorn	アルプホルン
Crann-togail	デリック
Diùcachd Anhalt-Bernburg	アンハルト＝ベルンブルク
Blas (dualchainnt)	アクセント
Llyfr Du Caerfyrddin	カーマーゼンの黒本
Otago	オタゴ地方
Gaoth Dobhair	グウィドー
Bowling Green, Kentucky	ボーリンググリーン (ケンタッキー州)
Prionnsalachd Schwarzburg-Rudolstadt	シュヴァルツブルク＝ルードルシュタット侯国
Bermeo	ベルメオ
Garfield County, Washington	ガーフィールド郡 (ワシントン州)
Prionnsalachd Isenburg	イーゼンブルク伯領
Arthur Aikin	アーサー・エイキン
Liosta dùthchannan a-rèir àireamh-shluaigh	国の人口順リスト
2030an	2030年代
Dùthchannan ann an Àisia	アジアの主権国家及び属領の一覧
Fuineadh	焼く (調理)
Dealan-spèid	電報
Justin Rose	ジャスティン・ローズ
Ashburton, Sealainn Nuadh	アシュバートン (ニュージーランド)
Almost Famous	あの頃ペニー・レインと
Pluto	プルート
Auckland Region	オークランド地方
2080an	2080年代
Waitara, Sealainn Nuadh	ワイタラ
Danu	ダヌ
SS Great Eastern	グレート・イースタン (蒸気船)
Tobar na Màthar	マザーウェル
C.B. Greatna	グレトナFC
Mompós	サンタ・クルス・デ・モンポス
Nathair (Ceòl)	セルパン
Tunnag	アヒル
Corra-ghràin mhòr Aimeireaga	アメリカサンカノゴイ
Whangarei	ファンガレイ
Setsubun	節分
Castell-nedd Port Talbot	ニース・ポート・タルボット
Caisleán an Bharraigh	カスルバー
Nefud	ネフド砂漠
Duine-uasal	ジェントルマン
Villavicencio	ビリャビセンシオ
Chatroulette.com	チャットルーレット
Hertford County, Carolina a Tuath	ハートフォード郡 (ノースカロライナ州)
Bristol, Connecticut	ブリストル (コネチカット州)
Hamden, Connecticut	ハムデン (コネチカット州)
New Castle, Delaware	ニューキャッスル (デラウェア州)
Beinn na Faoghla	ベンベキュラ島
Milford, Connecticut	ミルフォード (コネチカット州)
Delaware City, Delaware	デラウェアシティ
Caisteal Shruighlea	スターリング城
Lia Fàil	スクーンの石
Caisteal Conwy	コンウィ城
Auburn, Calafòrnia	オーバーン (カリフォルニア州)
Auburn, Maine	オーバーン (メイン州)
Fara, Sealltainn	フェア島
Dasht-e Lut	ルート砂漠
Southaven, Mississippi	サウスヘイブン (ミシシッピ州)
Sgioba nàiseanta rugbaidh Chanada	ラグビーカナダ代表
Bus	バス
Willows, Calafòrnia	ウィローズ (カリフォルニア州)
Klaipėda	クライペダ
Auskerry	オースケリー島
Roinn Rianachdail Shònraichte Sluagh-Phoblachd na Sìne	特別行政区
Aberteifi	カーディガン (ウェールズ)
Dùn-gainmhich Tottori	鳥取砂丘
Lebanon County, Pennsylvania	レバノン郡 (ペンシルベニア州)
Sràid aon-slighe	一方通行
Bonaid-snàimh	スイムキャップ
Stèisean Ghlaschu Sràid na Banrighinn	グラスゴー・クイーンストリート駅
Stèisean Meadhan Ghlaschu	グラスゴー・セントラル駅
Baja California	バハ・カリフォルニア砂漠
Blaenafon	ブレナヴォン
Beannchar (Èirinn)	バンガー (北アイルランド)
Bonnach	バノック
Bloc (cluich)	積木
Fàsach Bhayuda	バユダ砂漠
Siontò	神道
Bròg-cleasachd	スニーカー
Ceimigearan Ainmeil	化学者の一覧
Rhondda Cynon Taf	ロンザ・カノン・タフ
Bentonville, Arkansas	ベントンビル (アーカンソー州)
Klickitat County, Washington	クリッキタト郡 (ワシントン州)
York, Pennsylvania	ヨーク (ペンシルベニア州)
Sgioba nàiseanta rugbaidh na Cuimrigh	ラグビーウェールズ代表
Riohacha (baile)	リオアチャ
Dubhadh-grèine	サンスクリーン剤
Bearaig	ベリック
Cabstair	ハミ (馬具)
Stena Line	ステナライン
Bono	ボノ
Broken Arrow, Oklahoma	ブロークンアロー (オクラホマ州)
Caerfyrddin	カーマーゼン
Diùcachd Nassau	ナッサウ公国
Ukiah, Calafòrnia	ユカイア (カリフォルニア州)
Woodland, Calafòrnia	ウッドランド (カリフォルニア州)
La Jolla, Calafòrnia	ラホヤ
Fuath	フーア
Redondo Beach, Calafòrnia	レドンドビーチ (カリフォルニア州)
Bìth	ピッチ (樹脂)
Uibhist a Deas	サウス・ウイスト島
Eilginn	エルギン
Blàr San Jacinto	サンジャシントの戦い
Wrecsam	レクサム (カウンティ・バラ)
Shawnee, Oklahoma	ショーニー (オクラホマ州)
Bro Morgannwg	ヴェール・オブ・グラモーガン
Gath (cuibhle)	スポーク
2090an	2090年代
Clay County, Virginia an Iar	クレイ郡 (ウェストバージニア州)
Ohio County, Virginia an Iar	オハイオ郡 (ウェストバージニア州)
Neapraigear	ナプキン
Roinn le neoni	ゼロ除算
Latimer County, Oklahoma	ラティマー郡 (オクラホマ州)
An Gearasdan	フォート・ウィリアム (スコットランド)
York University	ヨーク大学 (カナダ)
Oroville, Calafòrnia	オーロビル (カリフォルニア州)
Madera, Calafòrnia	マデラ (カリフォルニア州)
Aoradh	礼拝
Sgàin	スクーン (スコットランド)
Dath a' chraicinn daonna	ヒトの肌の色
VietJet Air	ベトジェットエア
Wellington Region	ウェリントン地方
Cnoc Mhuire	クノック
Big Sur, Calafòrnia	ビッグサー
Slige-chabon	ザルガイ科
Annie Laurie	アニーローリー
Gallaibh	ケイスネス
Cupa Lìog na h-Alba	スコティッシュリーグカップ
Coireall na cìche-shluagain	口蓋垂ふるえ音
Wakame	ワカメ
Southland Region	サウスランド地方
Teine an taighe-tionnsgain Trì-cheàrnag	トライアングル・シャツウェスト工場火災
Brillean	陰核
Tràillealachd-drùise	性的奴隷
Steàrnan	アジサシ亜科
Dango	団子
Caidreabhas	アライアンス
Creag Dhubh (fàsach)	ブラックロック砂漠
Blenheim, Sealainn Nuadh	ブレナム (ニュージーランド)
Calum Clachair	ボブとはたらくブーブーズ
Fleming County, Kentucky	フレミング郡 (ケンタッキー州)
Bombay Bicycle Club	ボンベイ・バイシクル・クラブ
Neo-eisimeileachd na h-Alba	スコットランド独立運動
Jethou	ジェソー島
Slòcan	Porphyra umbilicalis
Martin Karplus	マーティン・カープラス
Brecqhou	ブレッシュ島
Roy J. Plunkett	ロイ・プランケット
Martin Lowry	マーチン・ローリー
Henri Braconnot	アンリ・ブラコノー
Caerffili	ケアフィリ
Reidius de Gyration	断面回転半径
Dùthchannan Aimearaga-a-Deas	南アメリカの主権国家及び属領の一覧
Sgioba criogaid nan Innseachan an Iar	クリケット西インド諸島代表
Àrd-thìr Ustyurt	ウスチュルト台地
Bridgeport, Calafòrnia	ブリッジポート (カリフォルニア州)
Caisteal Urchadain	アーカート城
Cobhair:Susbaint	Help:目次
Bristol, Rhode Island	ブリストル (ロードアイランド州)
Gillette, Wyoming	ジレット (ワイオミング州)
Kingston	キングストン
Àrd-thìr Cholorado	コロラド高原
Jones County, Dakota a Deas	ジョーンズ郡 (サウスダコタ州)
Glenwood Springs, Colorado	グレンウッド・スプリングス (コロラド州)
Placerville, Calafòrnia	プラサービル (カリフォルニア州)
Wanaka	ワナカ
Baile Shidni, Alba Nuadh	シドニー (ノバスコシア州)
Fughlaigh	フーラ島
Charles Lapworth	チャールズ・ラップワース
Kewaunee County, Wisconsin	ケワニー郡 (ウィスコンシン州)
Monroe County, Wisconsin	モンロー郡 (ウィスコンシン州)
Greymouth	グレイマウス
Latharna	ラーン (北アイルランド)
An t-Òban	オーバン (スコットランド)
Sèimheachadh	子音弱化
Hollister, Calafòrnia	ホリスター (カリフォルニア州)
Peppa Pig	ペッパピッグ
Badain Jaran	バダインジャラン砂漠
Preastabhaig	プレストウィック
Lassie	名犬ラッシー
Eudorcas rufina	アカガゼル
Chowan County, Carolina a Tuath	チョウォーン郡 (ノースカロライナ州)
Sgioba nàiseanta rugbaidh na h-Alba	ラグビースコットランド代表
Coronation Street	コロネーション・ストリート
SS Great Western	グレート・ウェスタン (蒸気船)
Hebrides Overture	フィンガルの洞窟 (メンデルスゾーン)
Rangipo	ランギポ砂漠
Pickens County, Alabama	ピケンズ郡 (アラバマ州)
Sir William Ramsay	ウィリアム・ラムゼー
Marysville, Calafòrnia	メアリーズビル (カリフォルニア州)
Giles County, Virginia	ジャイルズ郡 (バージニア州)
Sonora, Calafòrnia	ソノラ (カリフォルニア州)
Mumford & Sons	マムフォード・アンド・サンズ
The Joy Formidable	ザ・ジョイ・フォーミダブル
Forbes	フォーブス (雑誌)
Oilthigh Shruighlea	スターリング大学
Graeme McDowell	グレーム・マクドウェル
Great Basin	グレートベースン
Sgioba nàiseanta rugbaidh Romàinia	ラグビールーマニア代表
Beic	カーテシー
Kum-tagh	クムタグ砂漠
Bun-sgoil	初等教育
Àicheil	ネガティブ
Piobar (glasraich)	ペッパー
Robert Mallet	ロバート・マレット
Taigh Iain Ghròt	ジョン・オ・グローツ
Clarksdale, Mississippi	クラークスデール (ミシシッピ州)
Northfield, Minnesota	ノースフィールド (ミネソタ州)
El Cerrito, Calafòrnia	エルサリート (コントラコスタ郡)
Comar nan Allt	カンバーノールド
Tuaim	チュアム
Hawera	ハウェラ
East Greenwich, Rhode Island	イーストグリニッジ (ロードアイランド州)
Lannraig, Lannraig a Deas	ラナーク
Llangefni	スランゲヴニ
Baile Eilidh	ヘレンズバラ
Cille Chuimein	フォート・オーガスタス
Cromba	クロマーティ
Càrn Fheusda	カーヌスティ
Deadard	ジェドバラ
Ceann Loch Chille Chiarain	キャンベルタウン (スコットランド)
Kahului, Hawaii	カフルイ
Whanganui	ワンガヌイ
Hastings District	ヘイスティングズ (ニュージーランド)
Timaru, Sealainn Nuadh	ティマルー
Gleann Iucha	リンリスゴー
Mozuku	モズク
Uchiko	内子町
